year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2000,ALABAMA,AL,AUTAUGA,01001,US PRESIDENT,AL GORE,DEMOCRAT,4942,17208,20220315,TOTAL
2000,ALABAMA,AL,BALDWIN,01003,US PRESIDENT,AL GORE,DEMOCRAT,13997,56480,20220315,TOTAL
2000,ALABAMA,AL,BARBOUR,01005,US PRESIDENT,AL GORE,DEMOCRAT,5188,10395,20220315,TOTAL
2000,ALABAMA,AL,BIBB,01007,US PRESIDENT,AL GORE,DEMOCRAT,2710,7101,20220315,TOTAL
2000,ALABAMA,AL,BLOUNT,01009,US PRESIDENT,AL GORE,DEMOCRAT,4977,17973,20220315,TOTAL
2000,ALABAMA,AL,BULLOCK,01011,US PRESIDENT,AL GORE,DEMOCRAT,3395,4904,20220315,TOTAL
2000,ALABAMA,AL,BUTLER,01013,US PRESIDENT,AL GORE,DEMOCRAT,3606,7803,20220315,TOTAL
2000,ALABAMA,AL,CALHOUN,01015,US PRESIDENT,AL GORE,DEMOCRAT,15781,38909,20220315,TOTAL
2000,ALABAMA,AL,CHAMBERS,01017,US PRESIDENT,AL GORE,DEMOCRAT,5616,11834,20220315,TOTAL
2000,ALABAMA,AL,CHEROKEE,01019,US PRESIDENT,AL GORE,DEMOCRAT,3497,7823,20220315,TOTAL
2000,ALABAMA,AL,CHILTON,01021,US PRESIDENT,AL GORE,DEMOCRAT,4806,15092,20220315,TOTAL
2000,ALABAMA,AL,CHOCTAW,01023,US PRESIDENT,AL GORE,DEMOCRAT,3707,7374,20220315,TOTAL
2000,ALABAMA,AL,CLARKE,01025,US PRESIDENT,AL GORE,DEMOCRAT,4679,10752,20220315,TOTAL
2000,ALABAMA,AL,CLAY,01027,US PRESIDENT,AL GORE,DEMOCRAT,2045,5883,20220315,TOTAL
2000,ALABAMA,AL,CLEBURNE,01029,US PRESIDENT,AL GORE,DEMOCRAT,1664,5092,20220315,TOTAL
2000,ALABAMA,AL,COFFEE,01031,US PRESIDENT,AL GORE,DEMOCRAT,5220,15434,20220315,TOTAL
2000,ALABAMA,AL,COLBERT,01033,US PRESIDENT,AL GORE,DEMOCRAT,10543,21532,20220315,TOTAL
2000,ALABAMA,AL,CONECUH,01035,US PRESIDENT,AL GORE,DEMOCRAT,2783,5551,20220315,TOTAL
2000,ALABAMA,AL,COOSA,01037,US PRESIDENT,AL GORE,DEMOCRAT,2104,4567,20220315,TOTAL
2000,ALABAMA,AL,COVINGTON,01039,US PRESIDENT,AL GORE,DEMOCRAT,4440,13613,20220315,TOTAL
2000,ALABAMA,AL,CRENSHAW,01041,US PRESIDENT,AL GORE,DEMOCRAT,1934,4795,20220315,TOTAL
2000,ALABAMA,AL,CULLMAN,01043,US PRESIDENT,AL GORE,DEMOCRAT,9758,29525,20220315,TOTAL
2000,ALABAMA,AL,DALE,01045,US PRESIDENT,AL GORE,DEMOCRAT,4906,15806,20220315,TOTAL
2000,ALABAMA,AL,DALLAS,01047,US PRESIDENT,AL GORE,DEMOCRAT,10967,18464,20220315,TOTAL
2000,ALABAMA,AL,DEKALB,01049,US PRESIDENT,AL GORE,DEMOCRAT,7056,20285,20220315,TOTAL
2000,ALABAMA,AL,ELMORE,01051,US PRESIDENT,AL GORE,DEMOCRAT,6652,23804,20220315,TOTAL
2000,ALABAMA,AL,ESCAMBIA,01053,US PRESIDENT,AL GORE,DEMOCRAT,4523,11660,20220315,TOTAL
2000,ALABAMA,AL,ETOWAH,01055,US PRESIDENT,AL GORE,DEMOCRAT,17433,39348,20220315,TOTAL
2000,ALABAMA,AL,FAYETTE,01057,US PRESIDENT,AL GORE,DEMOCRAT,3064,7808,20220315,TOTAL
2000,ALABAMA,AL,FRANKLIN,01059,US PRESIDENT,AL GORE,DEMOCRAT,4793,11103,20220315,TOTAL
2000,ALABAMA,AL,GENEVA,01061,US PRESIDENT,AL GORE,DEMOCRAT,2769,9559,20220315,TOTAL
2000,ALABAMA,AL,GREENE,01063,US PRESIDENT,AL GORE,DEMOCRAT,3504,4396,20220315,TOTAL
2000,ALABAMA,AL,HALE,01065,US PRESIDENT,AL GORE,DEMOCRAT,4652,7731,20220315,TOTAL
2000,ALABAMA,AL,HENRY,01067,US PRESIDENT,AL GORE,DEMOCRAT,2782,6932,20220315,TOTAL
2000,ALABAMA,AL,HOUSTON,01069,US PRESIDENT,AL GORE,DEMOCRAT,9412,32057,20220315,TOTAL
2000,ALABAMA,AL,JACKSON,01071,US PRESIDENT,AL GORE,DEMOCRAT,9066,17906,20220315,TOTAL
2000,ALABAMA,AL,JEFFERSON,01073,US PRESIDENT,AL GORE,DEMOCRAT,129889,273763,20220315,TOTAL
2000,ALABAMA,AL,LAMAR,01075,US PRESIDENT,AL GORE,DEMOCRAT,2653,7249,20220315,TOTAL
2000,ALABAMA,AL,LAUDERDALE,01077,US PRESIDENT,AL GORE,DEMOCRAT,13875,32137,20220315,TOTAL
2000,ALABAMA,AL,LAWRENCE,01079,US PRESIDENT,AL GORE,DEMOCRAT,6296,12185,20220315,TOTAL
2000,ALABAMA,AL,LEE,01081,US PRESIDENT,AL GORE,DEMOCRAT,14574,38264,20220315,TOTAL
2000,ALABAMA,AL,LIMESTONE,01083,US PRESIDENT,AL GORE,DEMOCRAT,8992,23634,20220315,TOTAL
2000,ALABAMA,AL,LOWNDES,01085,US PRESIDENT,AL GORE,DEMOCRAT,4557,6243,20220315,TOTAL
2000,ALABAMA,AL,MACON,01087,US PRESIDENT,AL GORE,DEMOCRAT,7665,8831,20220315,TOTAL
2000,ALABAMA,AL,MADISON,01089,US PRESIDENT,AL GORE,DEMOCRAT,48199,113318,20220315,TOTAL
2000,ALABAMA,AL,MARENGO,01091,US PRESIDENT,AL GORE,DEMOCRAT,4841,9608,20220315,TOTAL
2000,ALABAMA,AL,MARION,01093,US PRESIDENT,AL GORE,DEMOCRAT,4600,11756,20220315,TOTAL
2000,ALABAMA,AL,MARSHALL,01095,US PRESIDENT,AL GORE,DEMOCRAT,10381,27989,20220315,TOTAL
2000,ALABAMA,AL,MOBILE,01097,US PRESIDENT,AL GORE,DEMOCRAT,58640,139745,20220315,TOTAL
2000,ALABAMA,AL,MONROE,01099,US PRESIDENT,AL GORE,DEMOCRAT,3741,8951,20220315,TOTAL
2000,ALABAMA,AL,MONTGOMERY,01101,US PRESIDENT,AL GORE,DEMOCRAT,40371,80328,20220315,TOTAL
2000,ALABAMA,AL,MORGAN,01103,US PRESIDENT,AL GORE,DEMOCRAT,16060,42681,20220315,TOTAL
2000,ALABAMA,AL,PERRY,01105,US PRESIDENT,AL GORE,DEMOCRAT,4020,5787,20220315,TOTAL
2000,ALABAMA,AL,PICKENS,01107,US PRESIDENT,AL GORE,DEMOCRAT,4143,8540,20220315,TOTAL
2000,ALABAMA,AL,PIKE,01109,US PRESIDENT,AL GORE,DEMOCRAT,4357,10544,20220315,TOTAL
2000,ALABAMA,AL,RANDOLPH,01111,US PRESIDENT,AL GORE,DEMOCRAT,3094,7919,20220315,TOTAL
2000,ALABAMA,AL,RUSSELL,01113,US PRESIDENT,AL GORE,DEMOCRAT,8396,14775,20220315,TOTAL
2000,ALABAMA,AL,ST. CLAIR,01115,US PRESIDENT,AL GORE,DEMOCRAT,6485,24090,20220315,TOTAL
2000,ALABAMA,AL,SHELBY,01117,US PRESIDENT,AL GORE,DEMOCRAT,13183,62128,20220315,TOTAL
2000,ALABAMA,AL,SUMTER,01119,US PRESIDENT,AL GORE,DEMOCRAT,4415,6088,20220315,TOTAL
2000,ALABAMA,AL,TALLADEGA,01121,US PRESIDENT,AL GORE,DEMOCRAT,11264,25451,20220315,TOTAL
2000,ALABAMA,AL,TALLAPOOSA,01123,US PRESIDENT,AL GORE,DEMOCRAT,6183,16253,20220315,TOTAL
2000,ALABAMA,AL,TUSCALOOSA,01125,US PRESIDENT,AL GORE,DEMOCRAT,24614,60114,20220315,TOTAL
2000,ALABAMA,AL,WALKER,01127,US PRESIDENT,AL GORE,DEMOCRAT,11621,25641,20220315,TOTAL
2000,ALABAMA,AL,WASHINGTON,01129,US PRESIDENT,AL GORE,DEMOCRAT,3386,7596,20220315,TOTAL
2000,ALABAMA,AL,WILCOX,01131,US PRESIDENT,AL GORE,DEMOCRAT,3444,5126,20220315,TOTAL
2000,ALABAMA,AL,WINSTON,01133,US PRESIDENT,AL GORE,DEMOCRAT,2692,9318,20220315,TOTAL
2000,ALABAMA,AL,AUTAUGA,01001,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11993,17208,20220315,TOTAL
2000,ALABAMA,AL,BALDWIN,01003,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,40872,56480,20220315,TOTAL
2000,ALABAMA,AL,BARBOUR,01005,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5096,10395,20220315,TOTAL
2000,ALABAMA,AL,BIBB,01007,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4273,7101,20220315,TOTAL
2000,ALABAMA,AL,BLOUNT,01009,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12667,17973,20220315,TOTAL
2000,ALABAMA,AL,BULLOCK,01011,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1433,4904,20220315,TOTAL
2000,ALABAMA,AL,BUTLER,01013,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4127,7803,20220315,TOTAL
2000,ALABAMA,AL,CALHOUN,01015,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22306,38909,20220315,TOTAL
2000,ALABAMA,AL,CHAMBERS,01017,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6037,11834,20220315,TOTAL
2000,ALABAMA,AL,CHEROKEE,01019,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4154,7823,20220315,TOTAL
2000,ALABAMA,AL,CHILTON,01021,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10066,15092,20220315,TOTAL
2000,ALABAMA,AL,CHOCTAW,01023,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3600,7374,20220315,TOTAL
2000,ALABAMA,AL,CLARKE,01025,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5988,10752,20220315,TOTAL
2000,ALABAMA,AL,CLAY,01027,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3719,5883,20220315,TOTAL
2000,ALABAMA,AL,CLEBURNE,01029,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3333,5092,20220315,TOTAL
2000,ALABAMA,AL,COFFEE,01031,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9938,15434,20220315,TOTAL
2000,ALABAMA,AL,COLBERT,01033,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10518,21532,20220315,TOTAL
2000,ALABAMA,AL,CONECUH,01035,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2699,5551,20220315,TOTAL
2000,ALABAMA,AL,COOSA,01037,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2382,4567,20220315,TOTAL
2000,ALABAMA,AL,COVINGTON,01039,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8961,13613,20220315,TOTAL
2000,ALABAMA,AL,CRENSHAW,01041,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2793,4795,20220315,TOTAL
2000,ALABAMA,AL,CULLMAN,01043,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,19157,29525,20220315,TOTAL
2000,ALABAMA,AL,DALE,01045,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10593,15806,20220315,TOTAL
2000,ALABAMA,AL,DALLAS,01047,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7360,18464,20220315,TOTAL
2000,ALABAMA,AL,DEKALB,01049,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12827,20285,20220315,TOTAL
2000,ALABAMA,AL,ELMORE,01051,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16777,23804,20220315,TOTAL
2000,ALABAMA,AL,ESCAMBIA,01053,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6975,11660,20220315,TOTAL
2000,ALABAMA,AL,ETOWAH,01055,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,21087,39348,20220315,TOTAL
2000,ALABAMA,AL,FAYETTE,01057,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4582,7808,20220315,TOTAL
2000,ALABAMA,AL,FRANKLIN,01059,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6119,11103,20220315,TOTAL
2000,ALABAMA,AL,GENEVA,01061,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6588,9559,20220315,TOTAL
2000,ALABAMA,AL,GREENE,01063,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,850,4396,20220315,TOTAL
2000,ALABAMA,AL,HALE,01065,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2984,7731,20220315,TOTAL
2000,ALABAMA,AL,HENRY,01067,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4054,6932,20220315,TOTAL
2000,ALABAMA,AL,HOUSTON,01069,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22150,32057,20220315,TOTAL
2000,ALABAMA,AL,JACKSON,01071,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8475,17906,20220315,TOTAL
2000,ALABAMA,AL,JEFFERSON,01073,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,138491,273763,20220315,TOTAL
2000,ALABAMA,AL,LAMAR,01075,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4470,7249,20220315,TOTAL
2000,ALABAMA,AL,LAUDERDALE,01077,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17478,32137,20220315,TOTAL
2000,ALABAMA,AL,LAWRENCE,01079,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5671,12185,20220315,TOTAL
2000,ALABAMA,AL,LEE,01081,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22433,38264,20220315,TOTAL
2000,ALABAMA,AL,LIMESTONE,01083,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14204,23634,20220315,TOTAL
2000,ALABAMA,AL,LOWNDES,01085,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1638,6243,20220315,TOTAL
2000,ALABAMA,AL,MACON,01087,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1091,8831,20220315,TOTAL
2000,ALABAMA,AL,MADISON,01089,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,62151,113318,20220315,TOTAL
2000,ALABAMA,AL,MARENGO,01091,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4690,9608,20220315,TOTAL
2000,ALABAMA,AL,MARION,01093,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6910,11756,20220315,TOTAL
2000,ALABAMA,AL,MARSHALL,01095,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17084,27989,20220315,TOTAL
2000,ALABAMA,AL,MOBILE,01097,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,78162,139745,20220315,TOTAL
2000,ALABAMA,AL,MONROE,01099,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5153,8951,20220315,TOTAL
2000,ALABAMA,AL,MONTGOMERY,01101,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,38827,80328,20220315,TOTAL
2000,ALABAMA,AL,MORGAN,01103,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25774,42681,20220315,TOTAL
2000,ALABAMA,AL,PERRY,01105,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1732,5787,20220315,TOTAL
2000,ALABAMA,AL,PICKENS,01107,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4306,8540,20220315,TOTAL
2000,ALABAMA,AL,PIKE,01109,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6058,10544,20220315,TOTAL
2000,ALABAMA,AL,RANDOLPH,01111,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4666,7919,20220315,TOTAL
2000,ALABAMA,AL,RUSSELL,01113,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6198,14775,20220315,TOTAL
2000,ALABAMA,AL,ST. CLAIR,01115,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17117,24090,20220315,TOTAL
2000,ALABAMA,AL,SHELBY,01117,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,47651,62128,20220315,TOTAL
2000,ALABAMA,AL,SUMTER,01119,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1629,6088,20220315,TOTAL
2000,ALABAMA,AL,TALLADEGA,01121,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13807,25451,20220315,TOTAL
2000,ALABAMA,AL,TALLAPOOSA,01123,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9805,16253,20220315,TOTAL
2000,ALABAMA,AL,TUSCALOOSA,01125,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,34003,60114,20220315,TOTAL
2000,ALABAMA,AL,WALKER,01127,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13486,25641,20220315,TOTAL
2000,ALABAMA,AL,WASHINGTON,01129,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4117,7596,20220315,TOTAL
2000,ALABAMA,AL,WILCOX,01131,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1661,5126,20220315,TOTAL
2000,ALABAMA,AL,WINSTON,01133,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6413,9318,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 1,02001,US PRESIDENT,AL GORE,DEMOCRAT,1284,6656,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 2,02002,US PRESIDENT,AL GORE,DEMOCRAT,2081,7388,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 3,02003,US PRESIDENT,AL GORE,DEMOCRAT,3693,8225,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 4,02004,US PRESIDENT,AL GORE,DEMOCRAT,2715,7823,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 5,02005,US PRESIDENT,AL GORE,DEMOCRAT,1931,6437,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 6,02006,US PRESIDENT,AL GORE,DEMOCRAT,1542,6100,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 7,02007,US PRESIDENT,AL GORE,DEMOCRAT,1893,8677,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 8,02008,US PRESIDENT,AL GORE,DEMOCRAT,1498,7978,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 9,02009,US PRESIDENT,AL GORE,DEMOCRAT,1203,6800,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 10,02010,US PRESIDENT,AL GORE,DEMOCRAT,2194,8884,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 11,02011,US PRESIDENT,AL GORE,DEMOCRAT,2043,6980,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 12,02012,US PRESIDENT,AL GORE,DEMOCRAT,2051,7601,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 13,02013,US PRESIDENT,AL GORE,DEMOCRAT,2661,7943,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 14,02014,US PRESIDENT,AL GORE,DEMOCRAT,1626,5868,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 15,02015,US PRESIDENT,AL GORE,DEMOCRAT,2106,5870,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 16,02016,US PRESIDENT,AL GORE,DEMOCRAT,1969,4685,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 17,02017,US PRESIDENT,AL GORE,DEMOCRAT,2230,7704,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 18,02018,US PRESIDENT,AL GORE,DEMOCRAT,2739,9882,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 19,02019,US PRESIDENT,AL GORE,DEMOCRAT,2350,7951,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 20,02020,US PRESIDENT,AL GORE,DEMOCRAT,2259,6963,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 21,02021,US PRESIDENT,AL GORE,DEMOCRAT,2309,6629,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 22,02022,US PRESIDENT,AL GORE,DEMOCRAT,2656,8525,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 23,02023,US PRESIDENT,AL GORE,DEMOCRAT,1282,4630,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 24,02024,US PRESIDENT,AL GORE,DEMOCRAT,1985,7915,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 25,02025,US PRESIDENT,AL GORE,DEMOCRAT,1697,8201,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 26,02026,US PRESIDENT,AL GORE,DEMOCRAT,1608,8590,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 27,02027,US PRESIDENT,AL GORE,DEMOCRAT,2199,10438,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 28,02028,US PRESIDENT,AL GORE,DEMOCRAT,2116,11040,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 29,02029,US PRESIDENT,AL GORE,DEMOCRAT,2806,8823,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 30,02030,US PRESIDENT,AL GORE,DEMOCRAT,1698,6083,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 31,02031,US PRESIDENT,AL GORE,DEMOCRAT,1831,5965,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 32,02032,US PRESIDENT,AL GORE,DEMOCRAT,1389,6033,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 33,02033,US PRESIDENT,AL GORE,DEMOCRAT,1765,8712,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 34,02034,US PRESIDENT,AL GORE,DEMOCRAT,1300,7154,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 35,02035,US PRESIDENT,AL GORE,DEMOCRAT,1208,6382,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 36,02036,US PRESIDENT,AL GORE,DEMOCRAT,1945,5577,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 37,02037,US PRESIDENT,AL GORE,DEMOCRAT,1821,5028,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 38,02038,US PRESIDENT,AL GORE,DEMOCRAT,2015,4976,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 39,02039,US PRESIDENT,AL GORE,DEMOCRAT,2282,5188,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 40,02040,US PRESIDENT,AL GORE,DEMOCRAT,1024,3226,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 99,02099,US PRESIDENT,AL GORE,DEMOCRAT,0,0,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 1,02001,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4681,6656,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 2,02002,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4235,7388,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 3,02003,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3135,8225,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 4,02004,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4127,7823,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 5,02005,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3545,6437,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 6,02006,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3862,6100,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 7,02007,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4868,8677,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 8,02008,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5371,7978,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 9,02009,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4789,6800,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 10,02010,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5673,8884,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 11,02011,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3960,6980,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 12,02012,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4626,7601,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 13,02013,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3853,7943,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 14,02014,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3750,5868,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 15,02015,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2453,5870,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 16,02016,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1980,4685,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 17,02017,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4564,7704,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 18,02018,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5421,9882,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 19,02019,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4619,7951,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 20,02020,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3648,6963,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 21,02021,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3263,6629,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 22,02022,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4910,8525,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 23,02023,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2961,4630,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 24,02024,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5063,7915,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 25,02025,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5489,8201,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 26,02026,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5869,8590,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 27,02027,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6714,10438,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 28,02028,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7113,11040,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 29,02029,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4054,8823,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 30,02030,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3622,6083,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 31,02031,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3326,5965,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 32,02032,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4178,6033,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 33,02033,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5804,8712,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 34,02034,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5243,7154,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 35,02035,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4278,6382,20220315,TOTAL
2000,ALASKA,AK,DISTRICT 36,02036,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3007,5577,20220315,TOTAL
